frequency,time,days,stationName,language,itu,txLocation,coordinates,power,azimuth,remarks
7350,1300-1400,1234567,CNR 11,Tibetan,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,1400-1500,1234567,CNR 11,Tibetan(Amdo dialect),CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,1500-1600,1234567,CNR 11,Tibetan(Khams),CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,1600-1605,1234567,CNR 11,Tibetan,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,2155-2200,1234567,CNR 11,Tibetan,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,2200-2300,1234567,CNR 11,Chinese,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11 a25
7350,2300-2400,1234567,CNR 11,Tibetan,CHN,Baoji-Sifangshan 724,342702N1074130E,100,255,CNR11=11685 a25
7355,1530-1600,.23456.,BBC,Korean,PHL,Tinang,152244N1203733E,250,21,_BBC a25-Apr.14
7355,1630-1700,.23456.,BBC,Korean,PHL,Tinang,152244N1203733E,250,21,_BBC a25-Apr.14
7355,1730-1800,.23456.,BBC,Korean,PHL,Tinang,152244N1203733E,250,21,_BBC a25-Apr.14
7355,1200-1300,1234567,World Christian Broadc.KNLS,English,ALS,Anchor Point tx1,594454N1514409W,100,270,WCB KNLS a25
7360,1130-1227,1234567,CHINA RADIO INTERNATIONAL,Thai,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
7360,1230-1327,1234567,CHINA RADIO INTERNATIONAL,Laotian,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
7360,1330-1427,1234567,CHINA RADIO INTERNATIONAL,Thai,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
7360,1400-1500,1234567,CHINA RADIO INTERNATIONAL,Japanese,CHN,Xianyang 594,342231N1083638E,500,73,CRI a25
7360,1430-1527,1234567,CHINA RADIO INTERNATIONAL,Laotian,CHN,Kunming-Anning 501,245235N1022917E,100,184,CRI a25
7360,2055-2400,1234567,CNR 2-China Business Radio,Chinese,CHN,Xianyang 594,342231N1083638E,150,257,CNR2=11785 a25
7360,0000-0155,1234567,VOICE OF TURKEY,Turkish,TUR,Emirler,392406N0325121E,500,72,TRT a25
7360,1730-1825,1234567,VOICE OF TURKEY,French,TUR,Emirler,392406N0325121E,500,210,TRT a25
7365,1200-1805,1234567,CNR 1 Voice of China,Chinese,CHN,Shijiazhuang 723,374951N1142810E,100,37,CNR1=7215 a25
7365,0300-0530,1234567,HCJB Deutsch,Russian,D,Weenermoor,531210N0071911E,3,145,HCJ/FNA a24
7365,0530-0300,1234567,HCJB Deutsch,German,D,Weenermoor,531210N0071911E,3,145,HCJ/FNA a24
7370,1100-1157,1234567,CHINA RADIO INTERNATIONAL,Cantonese,CHN,Nanning 954,224733N1081127E,100,200,CRI a25
7370,1300-1605,1234567,CNR 2-China Business Radio,Chinese,CHN,Beijing 491,395309N1163437E,150,270,CNR2 a25
7370,2055-2300,1234567,CNR 2-China Business Radio,Chinese,CHN,Beijing 491,395309N1163437E,150,270,CNR2=11610 a25
7375,1200-1605,1234567,CNR 2-China Business Radio,Chinese,CHN,Beijing 491,395309N1163437E,150,180,CNR2 a25
7375,0540-0600,.23456.,NHK WORLD RADIO JAPAN,Russian,J,Ibaragi-Koga-Yamata,361024N1394923E,300,330,NHK a25
7375,1000-1020,1234567,NHK WORLD RADIO JAPAN,Chinese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,290,NHK a25
7375,1030-1050,.23456.,NHK WORLD RADIO JAPAN,Russian,J,Ibaragi-Koga-Yamata,361024N1394923E,300,330,NHK a25
7375,1655-1900,1234567,NHK WORLD RADIO JAPAN,Japanese,J,Ibaragi-Koga-Yamata,361024N1394923E,300,270,NHK a25
7380,1420-1435,41,TWR Africa,Tso,SWZ,Manzini,262017S0313555E,50,3,TWR b24
7385,1900-1957,1234567,CHINA RADIO INTERNATIONAL,Albanian,TKS,Kashi-Saibagh 2022,392152N0754258E,500,294,CRI a25
7385,0900-1705,1234567,CNR 5,Chinese,CHN,Beijing 491,395309N1163437E,100,163,CNR5 a25
7385,2055-2300,1234567,CNR 5,Chinese,CHN,Beijing 491,395309N1163437E,100,163,CNR5 a25=11935
7385,0000-0200,1234567,PBS Xizang,Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25=9580
7385,0929-1600,1234567,PBS Xizang,Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7385,1600-1700,1234567,PBS Xizang,English,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7385,1700-1805,1234567,PBS Xizang,Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7385,2050-2300,12.4567,PBS Xizang,Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7385,2100-2300,..3....,PBS Xizang,Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7385,2300-2400,1234567,PBS Xizang (CNR11),Tibetan,TIB,Lhasa,293007N0905858E,100,290,CTB a25
7390,1000-1100,1234567,CHINA RADIO INTERNATIONAL,Russian,CHN,Hohhot 694,404753N1114635E,100,345,CRI a25
7390,1100-1157,1234567,CHINA RADIO INTERNATIONAL,Mongolian,CHN,Hohhot 694,404753N1114635E,100,345,CRI a25
7390,2000-2027,1234567,CHINA RADIO INTERNATIONAL,Serbian,CHN,Xianyang 594,342231N1083638E,500,317,CRI a25
7390,2030-2100,1234567,CHINA RADIO INTERNATIONAL,Hungarian,CHN,Jinhua 831,290646N1191840E,500,314,CRI a25
7395,1300-1400,1234567,World Christian Broadc.KNLS,Korean,ALS,Anchor Point tx1,594454N1514409W,100,300,WCB KNLS a25
7395,1400-1500,1234567,World Christian Broadc.KNLS,Chinese,ALS,Anchor Point tx2,594454N1514409W,100,315,WCB KNLS a25
7405,0800-1800,17,Radio Piepzender,Dutch,HOL,Zwolle,522937N0060616E,0.2,ND,PIE a24
7410,1130-1157,1234567,CHINA RADIO INTERNATIONAL,Filipino,CHN,Nanning 954,224733N1081127E,100,130,CRI a25
7410,1258-1600,1234567,CHINA RADIO INTERNATIONAL,Japanese,CHN,Jinhua 831,290646N1191840E,500,59,CRI a25
7410,1400-1457,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Beijing 572,394451N1164849E,500,215,CRI a25
7410,1700-1800,1234567,CHINA RADIO INTERNATIONAL,English,TKS,Kashi-Saibagh 2022,392152N0754258E,100,174,CRI a25
7410,1820-1850,.23456.,TWR Africa,Umbundu,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1850-1905,123456.,TWR Africa,Umbundu,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1850-1905,......7,TWR Africa,Chokwe,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1905-1920,......7,TWR Africa,Umbundu,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1905-1920,1......,TWR Africa,Portuguese,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1905-2000,.23456.,TWR Africa,Portuguese,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1920-1935,1......,TWR Africa,Kuanyama,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1920-2005,......7,TWR Africa,Portuguese,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,1935-2005,1......,TWR Africa,Portuguese,SWZ,Manzini,262017S0313555E,100,312,TWR b24
7410,2200-2230,1234567,VATICAN RADIO,Chinese,CVA,Santa Maria di Galeria,420239N0121922E,250,68,VAT a25
7415,1800-1827,1234567,CHINA RADIO INTERNATIONAL,Persian,CHN,Xianyang 594,342231N1083638E,500,292,CRI a25
7415,1830-1857,1234567,CHINA RADIO INTERNATIONAL,Persian,CHN,Xianyang 594,342231N1083638E,500,292,CRI a25
7415,1900-1930,1234567,CHINA RADIO INTERNATIONAL,Czech,TKS,Urumqi Hutubi 201,440853N0865345E,500,308,CRI a25
7415,1930-1957,1234567,CHINA RADIO INTERNATIONAL,Czech,TKS,Urumqi Hutubi 201,440853N0865345E,500,308,CRI a25
7415,2000-2200,1234567,CHINA RADIO INTERNATIONAL,English,TKS,Kashi-Saibagh 2022,392152N0754258E,500,308,CRI a25
7420,1700-1800,1234567,CHINA RADIO INTERNATIONAL,English,CHN,Kunming-Anning 501,245235N1022917E,150,191,CRI a25
7420,0200-0600,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,263,NMRB b24
7420,0200-0600,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,52,NMRB b24
7420,0600-0950,12.4567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,263,NMRB b24
7420,0600-0950,12.4567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,52,NMRB b24
7420,0950-1605,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,263,NMRB b24
7420,0950-1605,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,52,NMRB b24
7420,2150-2400,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,263,NMRB b24
7420,2150-2400,1234567,PBS Nei Menggu,Chinese,CHN,Hohhot 839,404301N1113308E,50,52,NMRB b24
7420,0000-0200,1234567,PBS Nei Menggu (CNR1),Chinese,CHN,Hohhot 839,404301N1113308E,50,263,NMRB b24
7420,0000-0200,1234567,PBS Nei Menggu (CNR1),Chinese,CHN,Hohhot 839,404301N1113308E,50,52,NMRB b24
7425,1300-1605,1234567,CNR 2-China Business Radio,Chinese,CHN,Xianyang 594,342231N1083638E,150,257,CNR2=7360 a25
7425,2030-2050,1234567,NHK WORLD RADIO JAPAN,French,F,Issoudun,465704N0015305E,500,190,NHK a25
7425,1651-1755,123456.,R.NEW ZEALAND INT.(DRM),English(Digital),NZL,Rangitaiki,385002S1762501E,35,325,RNZ a25
7425,0759-1058,1234567,R.NEW ZEALAND INT.,English,NZL,Rangitaiki,385002S1762501E,50,35,RNZ a25
7425,1059-1258,123456.,R.NEW ZEALAND INT.,English,NZL,Rangitaiki,385002S1762501E,50,325,RNZ a25
7430,0900-0957,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Jinhua 831,290646N1191840E,500,59,CRI a25=7325
7430,2200-2257,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Jinhua 831,290646N1191840E,500,255,CRI a25
7430,2300-0057,1234567,CHINA RADIO INTERNATIONAL,Russian,CHN,Hohhot 694,404753N1114635E,100,345,CRI a25
7430,2300-2357,1234567,CHINA RADIO INTERNATIONAL,Khmer,CHN,Nanning 954,224733N1081127E,100,200,CRI a25
7430,1300-1400,1234567,CNR 1 Jamming,Chinese,CHN,Baoji-Sifangshan 724,342702N1074130E,150,150,CNR1 Jam.a25
7430,1300-1400,1234567,R.TAIWAN INT.,Chinese,TWN,Kouhu,233214N1201028E,100,310,CBSC a25
7435,1100-1557,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Beijing 572,394451N1164849E,150,95,CRI a25
7435,1400-1557,1234567,CHINA RADIO INTERNATIONAL,Nepali,CHN,Kunming-Anning,245255N1022945E,500,283,CRI a25
7435,1800-1857,1234567,CHINA RADIO INTERNATIONAL,Italian,CHN,Jinhua 831,290646N1191840E,500,314,CRI a25
7435,1900-1930,1234567,CHINA RADIO INTERNATIONAL,Hungarian,CHN,Xianyang 594,342231N1083638E,500,317,CRI a25
7435,1930-2000,1234567,CHINA RADIO INTERNATIONAL,Romanian,CHN,Xianyang 594,342231N1083638E,500,317,CRI a25
7435,2145-1600,1234567,Voice of Vietnam 1,Vietnamese,VTN,Hanoi-Sontay,210812N1052506E,100,97,VOV 1
7440,1200-1400,1234567,CHINA RADIO INTERNATIONAL,Chinese,CHN,Nanning 954,224733N1081127E,100,200,CRI a25
7440,1259-1650,123456,R.NEW ZEALAND INT.,English,NZL,Rangitaiki,385002S1762501E,50,35,RNZ a25
7440,1259-1658,7,R.NEW ZEALAND INT.,English,NZL,Rangitaiki,385002S1762501E,50,35,RNZ a25
7445,0030-0100,1234567,BBC,Dari,CVA,Santa Maria di Galeria,420239N0121922E,250,95,BBC a25
7445,0100-0130,1234567,BBC,Pashto,OMA,Al Seela,215538N0593741E,250,35,BBC a25
7445,0130-0200,1234567,BBC,Dari,OMA,Al Seela,215538N0593741E,250,35,BBC a25
7445,1500-1557,1234567,CHINA RADIO INTERNATIONAL,English,TKS,Urumqi Hutubi 201,440853N0865345E,500,212,CRI a25
7445,2100-2130,1234567,CHINA RADIO INTERNATIONAL,Serbian,CHN,Kunming-Anning,245255N1022945E,500,300,CRI a25
7445,2130-2200,1234567,CHINA RADIO INTERNATIONAL,Hungarian,TKS,Urumqi Hutubi 201,440853N0865345E,500,308,CRI a25
7450,0858-1000,12.4567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,1000-1030,1234567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,1100-1800,1234567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,2000-2230,12.4567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,2100-2230,..3....,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,2300-0257,1234567,PBS Xizang,Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25=11860
7450,1030-1100,1234567,PBS Xizang (CNR1),Chinese,TIB,Lhasa,293007N0905858E,100,85,CTB a25
7450,2230-2300,1234567,PBS Xizang (CNR1),Chinese,TIB,Lhasa,293007N0905858E,100,85,"CTB a25//4820,5935,6050,"
7455,1600-2200,1234567,TRT Recep. Erdogan,Turkish,TUR,Emirler,392406N0325121E,250,105,Jamming a23
7460.009,2136-1700,1234567,SOH Xi Wang Zhi Sheng,Chinese/Cantonese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7490,1900-1930,1234567,Voice of Martyrs,Korean,UZB,Tashkent,411313N0690902E,100,76,_VOMK a25 ENC
7490,0000-0100,...4...,WBCQ Alan Sane,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0100-0200,......7,WBCQ Allan and Angela Worldwide,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0030-0100,...4...,WBCQ Antena DX,Spanish,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0000-0100,......7,WBCQ Available Time Slot,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,2300-2330,.2.....,WBCQ Available Time Slot,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0030-0100,..3..6.,WBCQ Camp Constitution Radio,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a23
7490,2300-2400,.23456.,WBCQ Challenge Ministries,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,2000-2100,.23456.,WBCQ Financial Survival,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0000-0100,.2.....,WBCQ From the Isle of Music,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0100-0200,..3....,WBCQ From the Isle of Music,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,2300-2400,......7,WBCQ Good Sounding Oldies,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0400-0500,.2.....,WBCQ Herald of Truth,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0000-0100,....5..,WBCQ Just Right,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,2200-2300,1......,WBCQ Marion's Attic,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0200-0300,..34.6.,WBCQ The Hal Turner Show,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0200-0400,....5..,WBCQ The Hal Turner Show,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0300-0500,.23456.,WBCQ The Overcomer Ministry,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 TOM a24
7490,1700-2100,.23456.,WBCQ The Overcomer Ministry,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 TOM a24
7490,1700-2130,......7,WBCQ The Overcomer Ministry,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 TOM a24
7490,1700-2200,1......,WBCQ The Overcomer Ministry,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 TOM a24
7490,2200-2300,.2.....,WBCQ The Remnant Ministry,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0000-0100,1......,WBCQ Voice of Revival,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,0100-0200,.2.....,WBCQ Voice of Revival,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a21
7490,2100-2130,...4...,WBCQ World of Radio,English,USA,Monticello,462030N0674940W,50,245,WBCQ1 a24
7490,1200-1400,1234567,WWCR NASHVILLE,English,USA,Nashville,361230N0865338W,100,85,WWCR2 a21
7490,1400-1500,.234567,WWCR NASHVILLE,English,USA,Nashville,361230N0865338W,100,85,WWCR2 a21
7490,0100-0300,1......,WWCR The Overcomer Ministry,English,USA,Nashville,361230N0865338W,100,85,WWCR2 TOM a24
7505,2200-1600,1234567,WRNO,English/Chinese,USA,New Orleans LA,295010N0900657W,50,20,WRNO a25
7510,1900-1930,....56.,Voice of Spring(Sedoye Bahar),Persian,MDA,Grigoriopol/Maiac,471631N0292448E,500,116,ENC b21
7520,1800-1830,7,BIBLE VOICE BCN,Russian,UZB,Tashkent,411313N0690902E,100,276,BVBN a25 MBR
7520,2300-0300,1234567,WWCR The Overcomer Ministry,English,USA,Nashville,361230N0865338W,100,90,TOM WWCR4 a24
7530,1530-1600,1234567,Voice of Martyrs,Korean,UZB,Tashkent,411313N0690902E,100,76,_VOMK a25 ENC
7530,1230-1300,.23456.,BBC,Korean,PHL,Tinang,152244N1203733E,250,21,_BBC a25-Apr.14
7540,2100-2130,1234567,Voice of Martyrs,Korean,UZB,Tashkent,411313N0690902E,100,76,_VOMK a25 ENC
7553,0830-0945,1234567,Numbers Station 2,Chinese,CHN,,,,,USB mode cf.7345
7570,0200-0300,......7,WRMI The Mighty KBC,Spanish,USA,Okeechobee12,272726N0805559W,100,315,RMI a25
7570,0000-0100,..34567,WRMI RAE Argentina to the World,Japanese,USA,Okeechobee5,272726N0805559W,100,285,RMI RAE a25
7570,0100-0200,..34567,WRMI RAE Argentina to the World,Spanish,USA,Okeechobee5,272726N0805559W,100,285,RMI RAE a25
7570,0400-0600,1234567,WRMI Legends,English,USA,Okeechobee4,272726N0805559W,100,285,RMI a25
7570,0600-0800,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee5,272726N0805559W,100,285,RMI(TOM) a25
7570,1100-2400,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee5,272726N0805559W,100,285,RMI(TOM) a25
7570,1000-1100,1234567,WRMI Supreme Master TV,English,USA,Okeechobee5,272726N0805559W,100,285,RMI a25
7570,2300-2400,.23456.,WRMI WRN Polish Radio External Servic,English,USA,Okeechobee5,272726N0805559W,100,285,RMI WRN a24
7570,2330-2400,1......,WRMI Hobart Radio International,English,USA,Okeechobee5,272726N0805559W,100,285,RMI a24
7570,2330-2400,......7,WRMI NBCWO,English,USA,Okeechobee5,272726N0805559W,100,285,RMI a24
7590,1400-1500,1234567,North Korea Reform Radio,Korean,UZB,Tashkent,411313N0690902E,100,76,_NKRR a25 Jun.2
7590,1500-1545,1234567,FEBA Radio Pakistan,Pashto,MDA,Grigoriopol/Maiac,471631N0292448E,300,110,FEBA a24
7600.05,0200-0100,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7610,1630-1700,1234567,Radio Ranginkaman (Rainbow),Persian,UZB,Tashkent,411313N0690902E,100,236,LGBT a24 ENC
7615,2000-2100,1234567,Radio Free North Korea,Korean,UZB,Tashkent,411313N0690902E,100,76,_FNK a25 ENC
7625,1500-1530,1234567,TVOM Voice of Martyrs,Chinese,UZB,Tashkent,411313N0690902E,100,76,_VOMK a25 ENC
7625,2100-2130,1234567,TVOM Voice of Martyrs,Chinese,UZB,Tashkent,411313N0690902E,100,76,_VOMK a25 ENC
7644.981,0200-0100,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7720,1100-0700,1234567,ECHO OF HOPE-VOH,Korean,KOR,Seoul,373811N1270629E,10,ND,\EOH a25 July7 off
7730,1500-1600,1234567,SOH Xi Wang Zhi Sheng,Cantonese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7730,1600-1500,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7730,0000-0030,1234567,WRMI R.Slovakia Int.,Slovak,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0030-0100,1234567,WRMI R.Slovakia Int.,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0100-0200,.2.....,WRMI Pop Shop Radio,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0100-0200,..34567,WRMI The Hal Turner Show,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0100-0200,1......,WRMI The Mighty KBC,Spanish,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0200-0300,.2.....,WRMI Encore,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0200-0300,....5..,WRMI The Hal Turner Show,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0200-0300,..34.67,WRMI Truth2Ponder with Bob Bierm,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0200-0300,1......,WRNI Alt Universe Top 40,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0300-0330,1234567,WRMI R.Slovakia Int.,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0330-0400,.234567,WRMI Soteriah International Ministry,French,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0330-0400,1......,WRMI Your Story Hour,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,0400-0500,1234567,WRMI Supreme Master TV,English,USA,Okeechobee9,272726N0805559W,100,44,RMI b24
7730,0500-1100,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee9,272726N0805559W,100,44,RMI(TOM) a24
7730,1100-1400,1234567,WRMI Supreme Master TV,English,USA,Okeechobee9,272726N0805559W,100,44,RMI b24
7730,1400-1430,.23456.,WRMI RAE Argentina to the World,English,USA,Okeechobee3,272726N0805559W,100,160,RMI RAE a25
7730,1400-1600,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee9,272726N0805559W,100,44,RMI(TOM) a24
7730,1430-1500,.23456.,WRMI RAE Argentina to the World,French,USA,Okeechobee3,272726N0805559W,100,160,RMI RAE a25
7730,1600-2000,1234567,WRMI Supreme Master TV,English,USA,Okeechobee9,272726N0805559W,100,44,RMI b24
7730,2000-2030,.....6.,WRMI Encore,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2000-2030,...4...,WRMI Lighthouse Radio Bible,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2000-2100,.2.....,World Radio Network,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2000-2100,1......,WRMI Your Weekend Show,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2015-2030,....5..,WRMI CQ Calling,Spanish,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2030-2045,....5..,WRMI I Love Italy,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2030-2045,......7,WRMI Viva Miami,Spanish,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2030-2100,...4...,WRMI Wave Scan,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2045-2100,......7,WRMI I Love Italy,English,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2045-2100,....5..,WRMI Viva Miami,Spanish,USA,Okeechobee9,272726N0805559W,100,44,RMI a24
7730,2100-2400,1234567,WRMI Supreme Master TV,English,USA,Okeechobee9,272726N0805559W,100,44,RMI b24
7750,0000-2400,1234567,SOH Xi Wang Zhi Sheng,Chinese,TWN,Miaoli,242320N1204250E,1,ND,SOH a25
7780,2300-2400,23456,WRMI RAE Argentina to the World,Portuguese,USA,Okeechobee13,272726N0805559W,100,222,RMI RAE a25
7780,0000-0030,.2...6.,WRMI Alameda Bible Felowship,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0000-0030,..3....,WRMI Antena DX,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0000-0030,....5..,WRMI Frecuencia al Dia,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0000-0030,......7,WRMI R Free Amer Latina,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0000-0100,...4...,WRMI La Rosa de Tokio,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0030-0100,17,WRMI Thank You,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0030-0100,.....6.,WRMI Viva Miami,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0030-0100,..3.5..,WRMI Wave Scan,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0030-0100,.2.....,WRMI World of Radio,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0100-0300,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee13,272726N0805559W,100,222,RMI(TOM) a25
7780,0330-0200,1......,WRMI Wave Scan,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0330-0400,.2...6.,WRMI Alameda Bible Felowship,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0330-0400,....5..,WRMI Frecuencia al Dia,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0330-0400,...4..7,WRMI Walking in Power,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0330-0400,..3....,WRMI World of Radio,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0400-0500,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee13,272726N0805559W,100,222,RMI(TOM) a25
7780,0500-0530,......7,WRMI Frecuencia al Dia,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0500-0530,.....6.,WRMI Wave Scan,French,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0500-0600,....5..,WRMI Backroads Radio Show,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0500-0600,1......,WRMI La Rosa de Tokio,Spanish,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0500-0600,.2.....,WRMI Yeshua Messiah Ministry,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0530-0600,.....6.,WRMI Shortwave Radiogram,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0530-0600,......7,WRMI Wave Scan,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0600-0800,1234567,WRMI The Overcomer Ministry,English,USA,Okeechobee13,272726N0805559W,100,222,RMI(TOM) a25
7780,0800-0900,......7,WRMI The Mighty KBC,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
7780,0800-0900,123456.,WRMI Voice of Indonesia,English,USA,Okeechobee13,272726N0805559W,100,222,RMI a25
